CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
IANJO,Corey Creek,Undetermined,,Creek,Water Feature,RIV,0c888f7e849c20c3f9b4c05fcab8733d,58.7694444,-114.5827778,112-4-W5,Alberta,250000,1944-07-12,Alberta Culture and Tourism
IANJP,Corkscrew Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c889000849c20c32e73d5bfb8140e56,51.9929170,-115.3027780,35-10-W5,Alberta,250000,1941-09-14,Alberta Culture and Tourism
IANJW,Corn Lake,Undetermined,,Lake,Water Feature,LAKE,0c889106849c20c3530ecab8d3e20bf4,56.6444444,-113.9708333,88-25-W4,Alberta,250000,1944-10-12,Alberta Culture and Tourism
IANJT,Corner Lake,Undetermined,,Lake,Water Feature,LAKE,0c8890c5849c20c345daa1262adfbe5f,54.6752778,-110.9058333,"65,66-6-W4",Alberta,250000,1951-01-17,Alberta Culture and Tourism
IANJS,Corner Lake,Undetermined,,Lake,Water Feature,LAKE,0c889042849c20c3e6a5b36ea488a1ae,54.5863889,-112.5663889,"64,65-17-W4",Alberta,250000,1948-01-06,Alberta Culture and Tourism
IANJR,Corner Lake,Undetermined,,Lake,Water Feature,LAKE,0c889083849c20c345246916aa77b08c,53.7788889,-114.5819444,30-55-4-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IANJV,Cornish Lake,Undetermined,,Lake,Water Feature,LAKE,0c88914b849c20c3f402d5aee481556c,51.7505555,-112.7702778,32-30-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IANJY,Cornwall Creek,Undetermined,,Creek,Water Feature,RIV,0c88918e849c20c3d818679820932e83,55.1275000,-118.0413889,2-71-1-W6,Alberta,250000,1947-09-04,Alberta Culture and Tourism
IANJZ,Cornwall Lake,Undetermined,,Lake,Water Feature,LAKE,0d087cf4849c20c3caa559e7ffb38f2b,59.5986111,-110.5991667,"121,122-4-W4",Alberta,1000000,1929-06-12,Alberta Culture and Tourism
IAUEQ,Cornwall Lake 224,Undetermined,,Indian Reserve,Administrative Area,IR,0713872fbbe311d892e2080020a0f4c9,59.6013889,-110.5916667,15-122-4-W4,Alberta,50000,1990-01-25,Indigenous and Northern Affairs Canada
IANKC,Corona Creek,Undetermined,,Creek,Water Feature,RIV,0c889210849c20c33da21a7c329f45ec,52.0041667,-116.5519444,35-19-W5,Alberta,250000,1930-12-31,Alberta Culture and Tourism
IAJBE,Corona Ridge,Undetermined,,Ridge,Terrain Feature,MTN,0c867ce0849c20c37c3e4fa495cccaf5,51.9344444,-116.5705556,34-18-W5,Alberta,50000,1971-06-30,Alberta Culture and Tourism
IANKD,Coronach Creek,Undetermined,,Creek,Water Feature,RIV,0c889251849c20c3c13fd0004c07c1f0,53.1975000,-117.9850000,49-28-W5,Alberta,50000,1956-08-02,Alberta Culture and Tourism
IANKE,Coronach Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0cffc89e849c20c3935c0a202bf2e55b,53.2383334,-118.0663889,49-1-W6,Alberta,250000,1956-08-02,Alberta Culture and Tourism
IANKF,Coronado,Undetermined,,Locality,Populated Place,UNP,0c889291849c20c3a6557dfd6606c37a,53.8877778,-113.2952778,36-56-23-W4,Alberta,250000,1950-05-02,Alberta Culture and Tourism
IANKG,Coronation,Undetermined,,Town,Populated Place,TOWN,7e2c00e3d05511d892e2080020a0f4c9,52.0947223,-111.4477778,13-36-11-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IARYN,Coronation Boundary Marker Provincial Historic Site (Undeveloped),Undetermined,,Provincial Historic Site,Administrative Area,PARK,0c8a12cf849c20c35f003c9355f9726e,51.9666670,-111.4333300,35-11-W4,Alberta,1000000,1988-02-29,Alberta Culture and Tourism
IANKH,Coronation Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c8892d1849c20c32bb7487d8d764840,51.8061111,-116.9086111,33-21-W5,Alberta,250000,1934-04-05,Alberta Culture and Tourism
IATQP,Coronet Additional Industrial,Undetermined,,Urban Community,Populated Place,UNP,579f8f41bbe111d892e2080020a0f4c9,53.5027780,-113.4500000,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IANKM,Coronet Creek,Undetermined,,Creek,Water Feature,RIV,0c889313849c20c3dfa92970a58c4e89,52.5963889,-117.4330556,42-24-W5,Alberta,50000,1946-09-30,Alberta Culture and Tourism
IANKN,Coronet Glacier,Undetermined,,Glacier,Ice and Snow Feature,GLAC,0c889353849c20c3a3ded029527f24a0,52.5219444,-117.3769444,41-24-W5,Alberta,50000,1946-09-30,Alberta Culture and Tourism
IATPP,Coronet Industrial,Undetermined,,Urban Community,Populated Place,UNP,56be56e7bbe111d892e2080020a0f4c9,53.4922220,-113.4772200,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IANKP,Coronet Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c8893d6849c20c340ebbaf7e9bcf22f,52.5152778,-117.3763889,41-24-W5,Alberta,250000,1946-09-30,Alberta Culture and Tourism
IANKU,Corral Creek,Undetermined,,Creek,Water Feature,RIV,0c88949a849c20c3718ee70079f89ab3,53.4838889,-117.1258333,14-52-22-W5,Alberta,250000,1944-02-15,Alberta Culture and Tourism
IANKT,Corral Creek,Undetermined,,Creek,Water Feature,RIV,0c8894db849c20c31e656701dc9ee4f1,53.7880555,-119.2975000,55-9-W6,Alberta,250000,1953-06-04,Alberta Culture and Tourism
IANKQ,Corral Creek,Undetermined,,Creek,Water Feature,RIV,0c889394849c20c3bfdce9a974863633,50.2661111,-114.3983333,15-3-W5,Alberta,50000,1959-10-28,Alberta Culture and Tourism
IANKR,Corral Creek,Undetermined,,Creek,Water Feature,RIV,0c889458849c20c3070808106a18415b,51.3988889,-116.1425000,28-16-W5,Alberta,250000,1952-04-03,Alberta Culture and Tourism
IANKS,Corral Creek,Undetermined,,Creek,Water Feature,RIV,0c889417849c20c3c2e6113da88b3f73,53.0719445,-118.0894444,47-1-W6,Alberta,50000,1956-08-02,Alberta Culture and Tourism
IANKV,Corrigall Lake,Undetermined,,Lake,Water Feature,LAKE,0c88955d849c20c39b3ca3a807e1c112,55.2280555,-112.6583333,72-18-W5,Alberta,1000000,1945-12-08,Alberta Culture and Tourism
IAQUK,Cory Pass,Undetermined,,Pass,Terrain Feature,VALL,8a887938c6cb11d892e2080020a0f4c9,51.2044444,-115.6772222,,Alberta,50000,1985-01-21,Alberta Culture and Tourism
IANKW,Corydalis Creek,Undetermined,,Creek,Water Feature,RIV,0c88951c849c20c31e23432a92b9ae87,53.9622222,-119.3238889,57-9-W6,Alberta,50000,1953-06-04,Alberta Culture and Tourism
IANKY,Cosmo,Undetermined,,Locality,Populated Place,UNP,0c88959e849c20c30083113fc4dfa203,53.9441666,-114.7936111,23-57-6-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IANLA,Cosway,Undetermined,,Locality,Populated Place,UNP,0c889620849c20c3e7bdbc647d93b773,51.5213889,-113.4819444,32-29-25-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IANLC,Cottage Lake,Undetermined,,Lake,Water Feature,LAKE,0c8896a1849c20c34c465bfebf1afa86,53.5111111,-114.1769444,23-52-2-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IANLD,Cotton Creek,Undetermined,,Creek,Water Feature,RIV,0c889764849c20c3771c1dda955f13e5,53.6833333,-111.8194444,23-54-13-W4,Alberta,250000,1941-09-11,Alberta Culture and Tourism
IANLE,Cotton Lake,Undetermined,,Lake,Water Feature,LAKE,0c889724849c20c3a0f692eea1f264cf,52.6352778,-110.7086111,19-42-5-W4,Alberta,250000,1951-04-05,Alberta Culture and Tourism
IANLI,Cottonwood Creek,Undetermined,,Creek,Water Feature,RIV,0c8897e5849c20c3a40d71991ecfe12a,56.0794444,-110.6086111,82-4-W4,Alberta,250000,1955-02-02,Alberta Culture and Tourism
IANLH,Cottonwood Creek,Undetermined,,Creek,Water Feature,RIV,0c889827849c20c391e7a24cd38b0a87,52.8980556,-118.0622222,45-1-W6,Alberta,250000,1951-02-07,Alberta Culture and Tourism
IANLG,Cottonwood Creek,Undetermined,,Creek,Water Feature,RIV,0c8897a4849c20c351f6d7628f8fd982,49.1361111,-113.8477778,2-29-W4,Alberta,250000,1943-05-19,Alberta Culture and Tourism
IANLJ,Cottonwood Grove,Undetermined,,Grove,Feature Associated with Vegetation,FOR,0c8898aa849c20c354fa544f47d7ae25,50.3336111,-110.6930556,16-6-W4,Alberta,50000,1950-09-07,Alberta Culture and Tourism
IASPK,Cottonwood Slough,Undetermined,,Slough,Water Feature,RIVF,97c21832c6cb11d892e2080020a0f4c9,52.8938889,-118.0916667,45-1-W6,Alberta,50000,2002-09-21,Alberta Culture and Tourism
IANLK,Cougar Creek,Undetermined,,Creek,Water Feature,RIV,0c889869849c20c3a42203562a7a9687,50.7252778,-114.8566667,20-7-W5,Alberta,250000,1951-09-06,Alberta Culture and Tourism
IANLL,Cougar Mountain,Undetermined,,Mountain,Terrain Feature,MTN,0c8898ec849c20c3e7c633d9379a0125,50.6736111,-114.8988889,20-7-W5,Alberta,250000,1951-09-06,Alberta Culture and Tourism
IANLN,Countess,Undetermined,,Locality,Populated Place,UNP,0c88992d849c20c33a2b9ffdbaa0983f,50.7816667,-112.2811111,15-21-17-W4,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IATMJ,Country Hills,Undetermined,,Urban Community,Populated Place,UNP,53d96014bbe111d892e2080020a0f4c9,51.0638890,-114.0986100,Calgary,Alberta,50000,,Alberta Culture and Tourism
IATMK,Country Hills Village,Undetermined,,Urban Community,Populated Place,UNP,53e03de5bbe111d892e2080020a0f4c9,51.1583330,-114.0652800,Calgary,Alberta,50000,,Alberta Culture and Tourism
IACKM,County of Athabasca No. 12,Undetermined,,Municipal District,Administrative Area,MUN1,bd46d26bc6cd11d892e2080020a0f4c9,54.7327778,-113.0544444,26-66-21-W4,Alberta,50000,2003-01-01,Alberta Culture and Tourism
IADKY,County of Barrhead No. 11,Undetermined,,Municipal District,Administrative Area,MUN1,bdcd8ea8c6cd11d892e2080020a0f4c9,54.1522222,-114.5255556,59-4-W5,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IAFGC,County of Forty Mile No. 8,Undetermined,,Municipal District,Administrative Area,MUN1,99de541ac6be11d892e2080020a0f4c9,49.5236110,-111.1713889,6-9-W4,Alberta,50000,2003-01-01,Alberta Culture and Tourism
IAHMN,County of Grande Prairie No. 1,Undetermined,,Municipal District,Administrative Area,MUN1,98c235a0c6be11d892e2080020a0f4c9,55.2724999,-119.1527777,33-72-8-W6,Alberta,50000,2004-01-01,Alberta Culture and Tourism
IAAOE,County of Minburn No. 27,Undetermined,,Municipal District,Administrative Area,MUN1,bc9a3eabc6cd11d892e2080020a0f4c9,53.4105556,-111.6486111,51-12-W4,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IANOP,County of Newell No. 4,Undetermined,,Municipal District,Administrative Area,MUN1,299eb928c6ce11d892e2080020a0f4c9,50.6158330,-111.9430560,19-15-W4,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IAPWT,County of Paintearth No. 18,Undetermined,,Municipal District,Administrative Area,MUN1,c1ac00b6c6cd11d892e2080020a0f4c9,52.2161111,-111.6944444,37-12-W4,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IAGIM,County of St. Paul No. 19,Undetermined,,Municipal District,Administrative Area,MUN1,be9f369cc6cd11d892e2080020a0f4c9,53.9330556,-111.3161111,57-9-W4,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IAKUS,County of Stettler No. 6,Undetermined,,Municipal District,Administrative Area,MUN1,c0240201c6cd11d892e2080020a0f4c9,52.2444444,-112.6488889,38-19-W4,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IAAMW,County of Two Hills No. 21,Undetermined,,Municipal District,Administrative Area,MUN1,bc8f693ac6cd11d892e2080020a0f4c9,53.7158330,-111.5252780,55-11-W4,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IBABD,County of Vermilion River,Undetermined,,Municipal County,Administrative Area,MUN1,3945ade7c6ce11d892e2080020a0f4c9,53.3952777,-110.5327777,2-51-4-W4,Alberta,50000,2008-09-22,Alberta Culture and Tourism
IAOTD,County of Warner No. 5,Undetermined,,Municipal District,Administrative Area,MUN1,c138574bc6cd11d892e2080020a0f4c9,49.2761111,-112.1119444,4-16-W4,Alberta,50000,1995-01-01,Alberta Culture and Tourism
IAPBC,County of Wetaskiwin No. 10,Undetermined,,Municipal District,Administrative Area,MUN1,55dc5b6cc6be11d892e2080020a0f4c9,52.9475000,-114.0658333,46-1-W5,Alberta,50000,2003-01-01,Alberta Culture and Tourism
IANLP,Cousins,Undetermined,,Locality,Populated Place,UNP,0c88996f849c20c314d655b5b8f11709,52.2313889,-110.6277778,33-37-5-W4,Alberta,250000,1951-04-05,Alberta Culture and Tourism
IANLO,Cousins,Undetermined,,Locality,Populated Place,UNP,0fdabfeb849c20c37f12cb1378191e9f,50.0569445,-110.7186111,2-13-6-W4,Alberta,50000,1974-12-31,Alberta Culture and Tourism
IACON,Coutts,Undetermined,,Village,Populated Place,VILG,7f80947fd05511d892e2080020a0f4c9,49.0027778,-111.9588889,4-1-15-W4,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IANLR,Coutts River,Undetermined,,River,Water Feature,RIV,0cffc8e1849c20c366325b502da53a61,54.8805556,-114.4983333,68-4-W5,Alberta,1000000,1945-12-08,Alberta Culture and Tourism
IATML,Coventry Hills,Undetermined,,Urban Community,Populated Place,UNP,53e65866bbe111d892e2080020a0f4c9,51.1736110,-114.0333300,Calgary,Alberta,50000,,Alberta Culture and Tourism
IANLT,Cow Creek,Undetermined,,Creek,Water Feature,RIV,0c8899fb849c20c35ed023a4b8f79eed,52.3577778,-115.0913889,16-39-8-W5,Alberta,250000,1957-05-02,Alberta Culture and Tourism
IANLS,Cow Creek,Undetermined,,Creek,Water Feature,RIV,0c8899b9849c20c3002e00921ea3a10a,49.6147222,-114.1255556,6-8-1-W5,Alberta,250000,1942-03-09,Alberta Culture and Tourism
IAALG,Cow Juicer Creek,Undetermined,,Creek,Water Feature,RIV,0c829f51849c20c34ad1fb9d4e6f7551,49.9208333,-114.3922222,19-11-3-W5M,Alberta,50000,1982-07-21,Alberta Culture and Tourism
IAALH,Cow Juicer Pass,Undetermined,,Pass,Terrain Feature,VALL,0c82a015849c20c346d158a2fcc19b0f,49.9444444,-114.3486111,28-11-3-W5M,Alberta,50000,1982-07-21,Alberta Culture and Tourism
IATAD,Cow Lake,Undetermined,,Lake,Water Feature,LAKE,0cb19781849c20c34ede9203adbcc6d3,55.2225000,-111.6550000,8-72-11-W4,Alberta,50000,1994-01-23,Alberta Culture and Tourism
IANLW,Cow Lake,Undetermined,,Lake,Water Feature,LAKE,0c889a3d849c20c39c4036681fa26849,52.2705556,-115.0141667,38-8-W5,Alberta,1000000,1955-01-20,Alberta Culture and Tourism
IANLY,Cow Moose Lake,Undetermined,,Lake,Water Feature,LAKE,0c889a7e849c20c3569b6ce21ca0395e,54.9041666,-113.7880556,68-25-W4,Alberta,50000,1953-04-02,Alberta Culture and Tourism
IABXA,Cowley,Undetermined,,Village,Populated Place,VILG,68c18462d05511d892e2080020a0f4c9,49.5711110,-114.0749999,21-7-1-W5,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IANLX,Cowlick Creek,Undetermined,,Creek,Water Feature,RIV,0c889abe849c20c324124c15ea14cd4b,53.8369444,-119.0430556,56-8-W6,Alberta,250000,1947-09-04,Alberta Culture and Tourism
IANLZ,Cowoki Lake,Undetermined,,Lake,Water Feature,LAKE,0c889aff849c20c36a09227495560d5f,50.5861111,-111.7061111,"18,19-13-W4",Alberta,1000000,1960-01-21,Alberta Culture and Tourism
IANMC,Cowper Creek,Undetermined,,Creek,Water Feature,RIV,0c889b40849c20c3da676e3cc2d56a42,56.0041667,-110.5008333,81-4-W4,Alberta,250000,1955-08-04,Alberta Culture and Tourism
IANMD,Cowper Lake,Undetermined,,Lake,Water Feature,LAKE,0c889bc1849c20c3cda80cdcbc0b35c7,55.8972222,-110.4441667,"79,80-3,4-W4",Alberta,250000,1955-08-04,Alberta Culture and Tourism
IAUFI,Cowper Lake 194A,Undetermined,,Indian Reserve,Administrative Area,IR,08477261bbe311d892e2080020a0f4c9,55.9177295,-110.4647136,80-3-W4,Alberta,50000,1998-02-19,Indigenous and Northern Affairs Canada
IANME,Cox Hill,Undetermined,,Hill,Terrain Feature,MTN,0c889b81849c20c32fe39514a6fbcbe7,50.9913889,-114.9008333,23-7-W5,Alberta,250000,1939-12-12,Alberta Culture and Tourism
IANMF,Coxhill Creek,Undetermined,,Creek,Water Feature,RIV,0c889c45849c20c3b1732273e47102a2,51.0333333,-114.8122222,8-24-6-W5,Alberta,250000,1956-11-02,Alberta Culture and Tourism
IANMG,Coyote Creek,Undetermined,,Creek,Water Feature,RIV,0c889c02849c20c3b87fbba83fdf5990,49.8491666,-114.2291667,29-10-2-W5,Alberta,50000,1941-12-17,Alberta Culture and Tourism
IANMH,Coyote Creek,Undetermined,,Creek,Water Feature,RIV,0c889cc8849c20c3bbde63eac5e09a43,53.9283333,-114.6661111,15-57-5-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IANMI,Coyote Hill,Undetermined,,Hill,Terrain Feature,MTN,0c889c87849c20c3822bdef57d6240bc,52.8330555,-111.0622222,44-8-W4,Alberta,50000,1954-09-02,Alberta Culture and Tourism
IANMJ,Coyote Lake,Undetermined,,Lake,Water Feature,LAKE,0c889d0a849c20c3caf3998b6d68ec86,51.3747222,-112.0941667,28-15-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IANMM,Craddock,Undetermined,,Locality,Populated Place,UNP,0c889d4c849c20c373407883a8b49eb3,49.4647222,-112.4497222,11-6-19-W4,Alberta,250000,1939-12-12,Alberta Culture and Tourism
IAOCE,Craig Creek,Undetermined,,Creek,Water Feature,RIV,0c88e21d849c20c36ad88a607ca42aa8,49.8808333,-113.8488889,11-29-W4,Alberta,250000,1954-07-08,Alberta Culture and Tourism
IAOCH,Craig Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e25d849c20c3a319112b0be73b7a,51.9347222,-111.5761111,"34-11,12-W4",Alberta,250000,1951-11-01,Alberta Culture and Tourism
IAOCF,Craigdhu,Undetermined,,Locality,Populated Place,UNP,0c88e1ba849c20c386f85f8e78c9625a,51.2872222,-113.5255556,12-27-26-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAOCG,Craigend,Undetermined,,Former Post Office,Populated Place,UNP,c0e491f3c6cd11d892e2080020a0f4c9,54.5833330,-111.9333300,5-65-13-W4,Alberta,50000,1988-12-31,Alberta Culture and Tourism
IAOCI,Craigmillar,Undetermined,,Locality,Populated Place,UNP,0c88e2d9849c20c3460d15312e985e6a,52.3094444,-110.9094444,35-38-7-W4,Alberta,250000,1951-04-05,Alberta Culture and Tourism
IAOCK,Craigmyle,Undetermined,,Hamlet,Populated Place,UNP,0c88e410849c20c32050f9e1a539ddfc,51.6697222,-112.2430556,20-31-16-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAOCL,Crammond,Undetermined,,Locality,Populated Place,UNP,0c88e37c849c20c33a7d1a9f601196a1,52.0286111,-114.6691667,29-35-5-W5,Alberta,250000,1950-12-22,Alberta Culture and Tourism
IAQPL,Cranberry Creek,Undetermined,,Creek,Water Feature,RIV,0c89f2c1849c20c3677c4845accc3563,52.7897223,-114.9297222,15-44-7 5W.,Alberta,50000,1983-02-07,Alberta Culture and Tourism
IASKW,Cranberry Lake,Undetermined,,Lake,Water Feature,LAKE,0cadedbf849c20c3484ea8e8633517d8,57.5863889,-111.5888889,16-99-10-W4,Alberta,50000,1991-09-04,Alberta Culture and Tourism
IAOCM,Cranberry Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e498849c20c354c3f165fc1658fe,52.8008333,-114.8050000,21-44-6-W5,Alberta,50000,1950-05-04,Alberta Culture and Tourism
IAOCN,Cranberry Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e451849c20c34ddf311ab5717d04,56.2347222,-115.0775000,"28,29,31,32,33-83-7-W5",Alberta,250000,1978-02-02,Alberta Culture and Tourism
IAOCO,Crandell Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e52a849c20c345af1f0ed8fd833e,49.0866667,-113.9669444,1-30-W4,Alberta,50000,1943-05-19,Alberta Culture and Tourism
IAOCQ,Crane Island,Undetermined,,Island,Terrain Feature,ISL,0c88e5ab849c20c37e5bc0243355663f,53.6725000,-112.8500000,54-20-W4,Alberta,50000,1957-08-01,Alberta Culture and Tourism
IAOCS,Crane Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e68f849c20c3eee82080e2600178,54.5238889,-114.2075000,64-2-W5,Alberta,50000,1953-05-07,Alberta Culture and Tourism
IAOCR,Crane Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e56b849c20c334c07ee5bbbaa8b7,59.2233333,-112.0041667,"117,118-12-W4",Alberta,250000,1944-07-12,Alberta Culture and Tourism
IATCI,Crane Lake,Undetermined,,Lake,Water Feature,LAKE,e2c582dfd05211d892e2080020a0f4c9,54.5183333,-110.5236111,10-64-4-W4,Alberta,1000000,1994-02-09,Alberta Culture and Tourism
IAOCT,Cranes Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e625849c20c3c5eb89c13839c3cf,53.9872222,-114.2725000,5-58-2-W5,Alberta,250000,1950-04-06,Alberta Culture and Tourism
IAOCU,Cranford,Undetermined,,Locality,Populated Place,UNP,0c88e78b849c20c3100a7d4387349c87,49.7583333,-112.3500000,27-9-18-W4,Alberta,250000,1954-07-08,Alberta Culture and Tourism
IAOCV,Craven Lake,Undetermined,,Lake,Water Feature,LAKE,0c88e749849c20c3cc2916ca0f57fd87,56.4208334,-117.6091667,"85,86-23-W5",Alberta,250000,1949-04-07,Alberta Culture and Tourism
IAOCW,Crawford Creek,Undetermined,,Creek,Water Feature,RIV,0c88e8ab849c20c31dae595efb771b60,55.1380556,-116.1369444,7-71-14-W5,Alberta,250000,1954-01-14,Alberta Culture and Tourism
IATQC,Crawford Plains,Undetermined,,Urban Community,Populated Place,UNP,57390534bbe111d892e2080020a0f4c9,53.4388890,-113.4055600,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAOCX,Crawford Plateau,Undetermined,,Plateau,Terrain Feature,PLN,0c88e7df849c20c37a24377be664b173,51.1763889,-114.5791667,"25-4,5-W5",Alberta,50000,1940-05-02,Alberta Culture and Tourism
IAOCY,Crawling Creek,Undetermined,,Creek,Water Feature,RIV,0c88e92d849c20c30e93a500363905cb,51.2269444,-112.2583333,26-17-W4,Alberta,250000,1955-01-20,Alberta Culture and Tourism
IAOCZ,Crawling Valley,Undetermined,,Valley,Terrain Feature,VALL,0c88e8ed849c20c3bd24e0f5b35dc60d,51.0813889,-112.3180556,"24,25-17-W4",Alberta,250000,1955-01-20,Alberta Culture and Tourism
IASXE,Crazy Lake,Undetermined,,Lake,Water Feature,LAKE,0cae2b4c849c20c3b26d47c6f14bdfbb,56.3394444,-111.0583333,4-85-7-W4,Alberta,50000,1992-01-22,Alberta Culture and Tourism
IAODA,Crazy Man Creek,Undetermined,,Creek,Water Feature,RIV,0c88e9de849c20c3a44aa984acd76718,55.3561111,-116.9077778,30-73-19-W5,Alberta,250000,1954-01-14,Alberta Culture and Tourism
IASJX,Cree Creek,Undetermined,,Creek,Water Feature,RIV,0cade739849c20c3fd0a8e98880c8d7d,56.6655555,-110.8480556,26-88-6-W4,Alberta,50000,1991-09-04,Alberta Culture and Tourism
IAODB,Creekland,Undetermined,,Locality,Populated Place,UNP,0c88e99d849c20c39d547f911dcb3329,53.3091667,-114.4425000,12-50-4-W5,Alberta,250000,1950-07-06,Alberta Culture and Tourism
IASFU,Creighton Lake,Undetermined,,Lake,Water Feature,LAKE,0cad6b12849c20c3c20695afc2e5fd5c,59.9463889,-119.4197222,,Alberta,250000,1972-04-26,Alberta Culture and Tourism
IAODC,Cremona,Undetermined,,Village,Populated Place,VILG,8198501ed05511d892e2080020a0f4c9,51.5455555,-114.4924999,3-30-4-W5,Alberta,1000000,1995-01-01,Alberta Culture and Tourism
IAODE,Crescent Creek,Undetermined,,Creek,Water Feature,RIV,0c88eb1b849c20c303cc7be6ba9bb098,53.6000000,-118.4666700,53-4-W6,Alberta,50000,1946-06-06,Alberta Culture and Tourism
IAODF,Crescent Creek,Undetermined,,Creek,Water Feature,RIV,0c88eaac849c20c36565dd00f3792794,52.8147222,-118.2752778,44-2-W6,Alberta,50000,1951-02-07,Alberta Culture and Tourism
IAODD,Crescent Creek,Undetermined,,Creek,Water Feature,RIV,0c88ea37849c20c372932f124c80efbb,52.1511111,-115.6502778,37-12-W5,Alberta,50000,1941-09-14,Alberta Culture and Tourism
IAODG,Crescent Falls,Undetermined,,Falls,Water Feature,FALL,0c88eb63849c20c341b91a042faf2231,52.3872223,-116.3541667,39-17-W5,Alberta,50000,1933-02-15,Alberta Culture and Tourism
IAODH,Crescent Heights,Undetermined,,Urban Community,Populated Place,UNP,5197fb50bbe111d892e2080020a0f4c9,51.0500000,-114.0500000,Calgary,Alberta,50000,,Alberta Culture and Tourism
IARBJ,Crescent Lake,Undetermined,,Lake,Water Feature,LAKE,0c89fbdb849c20c3acfa611751ee2d79,50.1708333,-113.7761111,"16,17-14-28-W4",Alberta,50000,1986-03-06,Alberta Culture and Tourism
IAODK,Cressday,Undetermined,,Locality,Populated Place,UNP,0c88ec8b849c20c3db430642d9537930,49.2458333,-110.2558333,31-3-2-W4,Alberta,50000,1947-03-13,Alberta Culture and Tourism
IAODM,Crestomere,Undetermined,,Locality,Populated Place,UNP,0c88ed69849c20c346d81a6966ccdf4f,52.6680556,-113.9166667,6-43-27-W4,Alberta,250000,1980-04-14,Alberta Culture and Tourism
IAJBK,Crestomere Lake,Undetermined,,Lake,Water Feature,LAKE,0c867d21849c20c34fc75bb9c580b96c,52.6738889,-113.9236111,"43-27, 28-W9",Alberta,250000,1980-04-14,Alberta Culture and Tourism
IATVN,Crestwood,Undetermined,,Urban Community,Populated Place,UNP,5b054fe1bbe111d892e2080020a0f4c9,50.0222220,-110.6500000,Medicine Hat,Alberta,50000,,Alberta Culture and Tourism
IAODJ,Crestwood,Undetermined,,Urban Community,Populated Place,UNP,519e15d1bbe111d892e2080020a0f4c9,53.5333330,-113.5666700,Edmonton,Alberta,50000,,Alberta Culture and Tourism
IAODL,Crimson Lake,Undetermined,,Lake,Water Feature,LAKE,0c88eba3849c20c35c988ebfb28cdb4f,52.4586111,-115.0366667,40-8-W5,Alberta,250000,1959-04-03,Alberta Culture and Tourism
IAODN,Crimson Lake,Undetermined,,Locality,Populated Place,UNP,0c88eccd849c20c3a1aa76d788aba17f,52.4477777,-115.0286111,13-40-8-W5,Alberta,250000,1959-04-03,Alberta Culture and Tourism
IARMP,Crimson Lake Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,0c8a072a849c20c30c220410aef1783e,52.4658334,-115.0455556,40-8-W5,Alberta,1000000,1955-01-01,Alberta Culture and Tourism
IAODP,Cripple Creek,Undetermined,,Creek,Water Feature,RIV,0c88edaa849c20c337f0761a78e8e815,49.9711111,-113.8391667,12-29-W4,Alberta,250000,1954-07-08,Alberta Culture and Tourism
IAODO,Cripple Creek,Undetermined,,Creek,Water Feature,RIV,0c88edeb849c20c33f1793047ffe0d43,49.1955556,-110.3863889,3-3-W4,Alberta,250000,1947-03-13,Alberta Culture and Tourism
